travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price,no_of_guest,guest_name,total_passenger
68371,662,Hotel BD,Natal (RN),2,242.88,485.76,09/09/2021,Sao Paulo (SP),Natal (RN),premium,701.29,0.85,327.55,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68372,662,Hotel K,Salvador (BH),1,263.41,263.41,09/16/2021,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Andrew Smith', 'Beth Mccarty', 'Ashley Chan']",4
68376,662,Hotel BP,Brasilia (DF),1,247.62,247.62,10/14/2021,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,Wonka Company,male,57,Amyton,Robertland,Hatchback,Avis,2.0,356.76,59.0,Prepaid,Cancelled,247.2,4,"['Paul Padilla', 'Ronald Stafford', 'Sierra Banks', 'Diane Rivera']",5
68383,662,Hotel BP,Brasilia (DF),1,247.62,247.62,12/02/2021,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Teresa Johnson', 'Laura Martin']",3
68386,662,Hotel BD,Natal (RN),2,242.88,485.76,12/23/2021,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Gregory Smith'],2
68391,662,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/27/2022,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Raymond Brown', 'Kenneth Newman', 'Pamela Gomez']",4
68392,662,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/03/2022,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Cody Warner'],2
68398,662,Hotel AU,Recife (PE),2,312.83,625.66,03/17/2022,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Scott Shepard', 'Sarah Chavez', 'Christine James']",4
68401,662,Hotel BP,Brasilia (DF),4,247.62,990.48,04/07/2022,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Brittany Silva', 'Katelyn West', 'David Bauer']",4
68405,662,Hotel K,Salvador (BH),3,263.41,790.23,05/05/2022,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Theresa Wood', 'Scott Parker']",3
68409,662,Hotel Z,Aracaju (SE),4,208.04,832.16,06/02/2022,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Michael Woodard', 'Kevin Frederick', 'Ronnie Allen']",4
68410,662,Hotel BP,Brasilia (DF),4,247.62,990.48,06/09/2022,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Regina Holt', 'Tonya Stanley']",3
68412,662,Hotel BP,Brasilia (DF),2,247.62,495.24,06/23/2022,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68414,662,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/07/2022,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Raymond Bryant'],2
68430,662,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/27/2022,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Ryan Smith', 'Anthony Martin']",3
68439,662,Hotel AU,Recife (PE),4,312.83,1251.32,12/29/2022,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,Wonka Company,male,57,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Wendy Pena'],2
68448,663,Hotel Z,Aracaju (SE),3,208.04,624.12,11/21/2019,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Suzanne Jordan', 'Veronica Morgan', 'Evelyn Cabrera', 'Ricardo Martin']",5
68449,663,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/28/2019,Natal (RN),Sao Paulo (SP),economic,623.33,0.85,327.55,CloudFy,Wonka Company,female,49,West Amandamouth,Port Christinamouth,SUV,Sixt,3.0,303.5,430.0,Full-to-Full,Pending,764.0,0,[],1
68460,663,Hotel AU,Recife (PE),3,312.83,938.49,02/13/2020,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Jose Edwards', 'Thomas Garcia', 'Juan Whitehead', 'Mrs. Erika Wright']",5
68461,663,Hotel BP,Brasilia (DF),4,247.62,990.48,02/20/2020,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Troy Sosa', 'Dawn Santiago', 'Luis Simpson', 'Ronald Burns']",5
68462,663,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/27/2020,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Elizabeth Nguyen', 'Thomas Williamson', 'Darren Martin']",4
68466,663,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['David Wallace', 'Samantha Boyd', 'Amy Dunn']",4
68467,663,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/02/2020,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['David Parker', 'Jacqueline Strickland', 'Jonathan Ruiz', 'Mary Hill']",5
68469,663,Hotel A,Florianopolis (SC),2,313.02,626.04,04/16/2020,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Robert Davis', 'Amy Schwartz', 'Bobby White']",4
68475,663,Hotel AU,Recife (PE),2,312.83,625.66,05/28/2020,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Mrs. Megan Robinson'],2
68479,663,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/25/2020,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Diana Pacheco', 'Tom Blevins', 'Todd Mitchell']",4
68483,663,Hotel K,Salvador (BH),3,263.41,790.23,07/23/2020,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Gina Hanna', 'Dr. John Rose', 'Patricia Miller', 'Mr. Keith Wu Jr.']",5
68485,663,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/06/2020,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Robert Morris', 'Jennifer Cervantes', 'Robin Hunter']",4
68489,663,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Sharon Ford', 'Christopher Moyer', 'Jimmy Freeman']",4
68491,663,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/17/2020,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,Wonka Company,female,49,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Felicia Flores', 'Melissa Jones']",3
68498,664,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019,Natal (RN),Salvador (BH),firstClass,1747.31,1.85,710.57,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Lisa Campos', 'William Patterson']",3
68501,664,Hotel A,Florianopolis (SC),3,313.02,939.06,10/24/2019,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Jason Suarez', 'Hannah Roth', 'Trevor Anderson', 'Jonathan Lane']",5
68502,664,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/31/2019,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,Wonka Company,female,28,New Michaelstad,Palmerbury,SUV,Enterprise,3.0,189.33,345.0,Prepaid,Confirmed,696.0,1,['Cynthia Barton MD'],2
68503,664,Hotel BP,Brasilia (DF),3,247.62,742.86,11/07/2019,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68509,664,Hotel BP,Brasilia (DF),1,247.62,247.62,12/19/2019,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,Wonka Company,female,28,Jameschester,Edwardshire,Hatchback,Sixt,5.0,913.99,115.0,Full-to-Full,Pending,592.0,0,[],1
68510,664,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/26/2019,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1041.65,0.86,331.89,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Sonya Landry', 'Krista Johnson', 'Nicole Roberson', 'Michael Armstrong']",5
68512,664,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Patricia Romero'],2
68515,664,Hotel K,Salvador (BH),1,263.41,263.41,01/30/2020,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Andrew Wyatt'],2
68517,664,Hotel BD,Natal (RN),4,242.88,971.52,02/13/2020,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,Wonka Company,female,28,East Mercedesville,West Michaelberg,SUV,Avis,1.0,195.9,54.0,Full-to-Full,Pending,183.2,1,['Jacqueline Nunez'],2
68521,664,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/12/2020,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Mikayla Ramirez', 'Timothy Tyler']",3
68523,664,Hotel K,Salvador (BH),4,263.41,1053.64,03/26/2020,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,Wonka Company,female,28,Lake Christopherton,Christopherland,Sedan,Hertz,4.0,254.78,151.0,Full-to-Full,Confirmed,600.8,4,"['Michelle Walker', 'Matthew Page', 'David Santos', 'Katherine Daniels']",5
68529,664,Hotel Z,Aracaju (SE),3,208.04,624.12,05/07/2020,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68530,664,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/14/2020,Natal (RN),Rio de Janeiro (RJ),premium,1100.85,1.55,595.03,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Jacob Shepard'],2
68531,664,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/21/2020,Sao Paulo (SP),Campo Grande (MS),premium,447.53,0.44,168.22,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['John Mendoza', 'Timothy Martin', 'Mrs. Jamie Butler', 'Jeffery Gonzales']",5
68534,664,Hotel AU,Recife (PE),2,312.83,625.66,06/11/2020,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68537,664,Hotel AU,Recife (PE),2,312.83,625.66,07/02/2020,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Amanda Mcdonald', 'Mr. Roger Mayer Jr.']",3
68542,664,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/06/2020,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Craig Peterson', 'Carol Horton', 'Susan Taylor']",4
68543,664,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68544,664,Hotel BP,Brasilia (DF),4,247.62,990.48,08/20/2020,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68558,664,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/26/2020,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,Wonka Company,female,28,Albertberg,Pamelamouth,Luxury,Hertz,1.0,108.01,361.0,Partial,Cancelled,458.8,0,[],1
68559,664,Hotel AU,Recife (PE),4,312.83,1251.32,12/03/2020,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,Wonka Company,female,28,Johnsonside,Nathanielborough,Luxury,Sixt,1.0,80.39,361.0,Prepaid,Confirmed,458.8,3,"['Aimee Anderson', 'Ricky Castro', 'Curtis Bell']",4
68564,664,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,Wonka Company,female,28,Manntown,West Wendy,SUV,Hertz,3.0,499.61,163.0,Partial,Cancelled,550.4,1,['Veronica Contreras'],2
68566,664,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/21/2021,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Mr. Richard Orozco', 'April Copeland', 'Linda Gordon']",4
68575,664,Hotel K,Salvador (BH),3,263.41,790.23,03/25/2021,Sao Paulo (SP),Salvador (BH),firstClass,1306.8,1.04,401.66,CloudFy,Wonka Company,female,28,West James,Brandyview,Hatchback,Avis,1.0,128.68,277.0,Partial,Pending,321.6,0,[],1
68577,664,Hotel BD,Natal (RN),4,242.88,971.52,04/08/2021,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Ryan Orr', 'Jordan Hunt']",3
68582,664,Hotel BD,Natal (RN),4,242.88,971.52,05/13/2021,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68585,664,Hotel BD,Natal (RN),1,242.88,242.88,06/03/2021,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Amanda Hall', 'Fred Hoffman']",3
68586,664,Hotel BD,Natal (RN),3,242.88,728.64,06/10/2021,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Austin Johnson', 'Denise Cannon', 'Nancy Wilson', 'Bryan Jackson']",5
68587,664,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/17/2021,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Curtis Li', 'Carlos Gates']",3
68599,664,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68603,664,Hotel BP,Brasilia (DF),4,247.62,990.48,10/07/2021,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Michael Parker', 'Amy Wood', 'Victoria Miller']",4
68606,664,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/28/2021,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68615,664,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68618,664,Hotel Z,Aracaju (SE),3,208.04,624.12,01/20/2022,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Stephanie Miller', 'Patrick Graves', 'Robert Burns', 'Tiffany Lane']",5
68619,664,Hotel BP,Brasilia (DF),1,247.62,247.62,01/27/2022,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Tiffany Tran'],2
68620,664,Hotel A,Florianopolis (SC),1,313.02,313.02,02/03/2022,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68624,664,Hotel K,Salvador (BH),4,263.41,1053.64,03/03/2022,Sao Paulo (SP),Salvador (BH),firstClass,1427.22,1.04,401.66,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Carol Scott', 'Vincent Francis', 'Karen Porter', 'Theresa Hopkins']",5
68625,664,Hotel BP,Brasilia (DF),2,247.62,495.24,03/10/2022,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Bruce Martinez', 'Victoria Moses', 'Judy Powers']",4
68629,664,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/07/2022,Sao Paulo (SP),Campo Grande (MS),firstClass,563.0,0.44,168.22,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Louis Poole', 'Julie Powell', 'Timothy Harris', 'Dustin Lee']",5
68631,664,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/21/2022,Natal (RN),Rio de Janeiro (RJ),premium,1100.85,1.55,595.03,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['James Foster', 'Rodney Willis', 'Patricia Stout', 'Lauren White']",5
68632,664,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/28/2022,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Steven Williams', 'Chelsea Hawkins']",3
68635,664,Hotel Z,Aracaju (SE),4,208.04,832.16,05/19/2022,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Angela Bowman'],2
68636,664,Hotel AU,Recife (PE),3,312.83,938.49,05/26/2022,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Kenneth Reynolds'],2
68653,664,Hotel K,Salvador (BH),4,263.41,1053.64,09/22/2022,Natal (RN),Salvador (BH),premium,1315.97,1.85,710.57,Rainbow,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Robert Malone', 'John Johnson', 'David Holmes']",4
68654,664,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/29/2022,Sao Paulo (SP),Rio de Janeiro (RJ),premium,846.03,0.86,331.89,CloudFy,Wonka Company,female,28,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['David Parker', 'Mitchell Tucker', 'John Harris', 'John Harrell']",5
68673,665,Hotel Z,Aracaju (SE),1,208.04,208.04,12/12/2019,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Brandon Gonzalez', 'Joseph Foster', 'Jessica Miller']",4
68676,665,Hotel Z,Aracaju (SE),4,208.04,832.16,01/02/2020,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Courtney Lee', 'Walter Duffy', 'Alan Steele']",4
68677,665,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/09/2020,Sao Paulo (SP),Rio de Janeiro (RJ),premium,846.03,0.86,331.89,CloudFy,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Michael Vincent'],2
68683,665,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Amy Webster'],2
68684,665,Hotel AU,Recife (PE),3,312.83,938.49,02/27/2020,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Tyler Davis'],2
68691,665,Hotel A,Florianopolis (SC),2,313.02,626.04,04/16/2020,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
68692,665,Hotel Z,Aracaju (SE),3,208.04,624.12,04/23/2020,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Vicki Smith', 'Joseph Clark', 'Rebecca Patrick', 'Anthony Moore']",5
68693,665,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/30/2020,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,Wonka Company,none,61,Stephanieland,Port Susanchester,Sedan,Enterprise,3.0,599.26,460.0,Partial,Confirmed,728.0,3,"['Corey Morton', 'Brandon Martin', 'Ronald Ortiz']",4
68695,665,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/14/2020,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,Wonka Company,none,61,Port Katie,Crystalstad,Hatchback,Sixt,4.0,284.01,212.0,Full-to-Full,Cancelled,569.6,4,"['Jonathan Evans', 'April Barker', 'Rebecca Anderson', 'Leslie Sanders']",5
68697,665,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/28/2020,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Brian Johnson', 'Amy Chavez', 'Katherine Baxter']",4
68699,665,Hotel BP,Brasilia (DF),2,247.62,495.24,06/11/2020,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Lisa Johnson', 'Rachel Rivera', 'Patrick Moore']",4
68700,665,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/18/2020,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Connie Rose', 'Drew Roach', 'Rebecca Maldonado']",4
68701,665,Hotel AU,Recife (PE),4,312.83,1251.32,06/25/2020,Sao Paulo (SP),Recife (PE),premium,1145.72,1.26,486.52,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['April Taylor', 'Connie Atkinson', 'Chase Martin']",4
68703,665,Hotel K,Salvador (BH),1,263.41,263.41,07/09/2020,Natal (RN),Salvador (BH),economic,959.79,1.85,710.57,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Sara Byrd', 'Deborah Lam']",3
68707,665,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/06/2020,Sao Paulo (SP),Rio de Janeiro (RJ),economic,625.5,0.86,331.89,Rainbow,Wonka Company,none,61,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Kari Page', 'Debbie Nichols']",3
